customer_id,email,phone,credit_score,annual_income,utilization_rate,late_payments_12m,tenure_months,savings_balance,channel,avg_txn_amount_3m,shap__credit_score,shap__annual_income,shap__utilization_rate,shap__late_payments_12m,shap__tenure_months,shap__savings_balance,shap__channel,shap__avg_txn_amount_3m,p_apply,decile,exp_expected_value,exp_1_feature,exp_1_contribution,exp_1_value,exp_2_feature,exp_2_contribution,exp_2_value,exp_3_feature,exp_3_contribution,exp_3_value,exp_4_feature,exp_4_contribution,exp_4_value,exp_5_feature,exp_5_contribution,exp_5_value
100698,cust100698@example.com,+1-555-998-6320,783.0,91193.0,0.19625101906576162,0,147,3020.0,branch,37.92,1.7915253225923773,0.2703403059862623,0.18457981838487428,0.05002056166484599,0.006776819066678692,-0.045594207328197425,-0.030617193262693257,-0.0077831148045187405,0.9363499189370179,10,0.46934034075694847,credit_score,1.7915253225923773,783.0,annual_income,0.2703403059862623,91193.0,utilization_rate,0.18457981838487428,0.19625101906576162,late_payments_12m,0.05002056166484599,0,savings_balance,-0.045594207328197425,3020.0
100265,cust100265@example.com,+1-555-695-6405,809.0,87545.0,0.022875489485481022,0,192,4128.0,call_center,67.53,1.849894075487863,0.22101780610322258,0.1875037540101646,0.04357934781126657,0.019558357170596473,-0.001292953963699335,-0.12725214654641387,0.022371796085864572,0.9361189850106832,10,0.46934034075694847,credit_score,1.849894075487863,809.0,annual_income,0.22101780610322258,87545.0,utilization_rate,0.1875037540101646,0.022875489485481022,channel,-0.12725214654641387,call_center,late_payments_12m,0.04357934781126657,0
105987,cust105987@example.com,+1-555-186-6653,784.0,77428.0,0.23500104262071225,0,190,11728.0,web,18.29,1.792187725503248,0.15455033216995942,0.15273050256987222,0.0402867902555715,0.021597124988030098,0.009538206512128382,-0.005265121883952162,-0.02515376128067671,0.9314904087424628,10,0.46934034075694847,credit_score,1.792187725503248,784.0,annual_income,0.15455033216995942,77428.0,utilization_rate,0.15273050256987222,0.23500104262071225,late_payments_12m,0.0402867902555715,0,avg_txn_amount_3m,-0.02515376128067671,18.29
100492,cust100492@example.com,+1-555-755-4872,801.0,73256.0,0.09287506334083365,1,226,2527.0,app,56.2,1.9322042746242498,0.08379436869132442,0.18509170318149767,-0.09017523136221381,0.031843252936977214,-0.04225227711877198,0.027936521147741346,0.00968109625350646,0.9313404110310765,10,0.46934034075694847,credit_score,1.9322042746242498,801.0,utilization_rate,0.18509170318149767,0.09287506334083365,late_payments_12m,-0.09017523136221381,1,annual_income,0.08379436869132442,73256.0,savings_balance,-0.04225227711877198,2527.0
100988,cust100988@example.com,+1-555-929-3145,799.0,58045.0,0.23264184704205262,0,85,6526.0,app,80.42,1.9267165266607535,-0.11589116135803008,0.2108131146316774,0.06358459941221452,-0.026909658441647923,0.01504726555654174,0.03452752141714753,0.018178469178818022,0.9305653975291913,10,0.46934034075694847,credit_score,1.9267165266607535,799.0,utilization_rate,0.2108131146316774,0.23264184704205262,annual_income,-0.11589116135803008,58045.0,late_payments_12m,0.06358459941221452,0,channel,0.03452752141714753,app
102343,cust102343@example.com,+1-555-180-4264,783.0,67713.0,0.04479550522196809,0,188,9687.0,app,58.22,1.812384447146553,0.0016153733728863633,0.18255353519946937,0.04843064301301309,0.020520666729437538,0.011625677341412847,0.03174275736290362,0.01097217348825,0.930162332865589,10,0.46934034075694847,credit_score,1.812384447146553,783.0,utilization_rate,0.18255353519946937,0.04479550522196809,late_payments_12m,0.04843064301301309,0,channel,0.03174275736290362,app,tenure_months,0.020520666729437538,188
105899,cust105899@example.com,+1-555-386-8824,826.0,39405.0,0.21738666652675362,0,9,10203.0,app,27.02,1.9448975163985747,-0.1563583647940245,0.21178245227380657,0.05862742813599939,-0.016877734672741635,0.011479427163073656,0.02980192694213082,0.014437628810393153,0.9287159690375514,10,0.46934034075694847,credit_score,1.9448975163985747,826.0,utilization_rate,0.21178245227380657,0.21738666652675362,annual_income,-0.1563583647940245,39405.0,late_payments_12m,0.05862742813599939,0,channel,0.02980192694213082,app
105973,cust105973@example.com,+1-555-958-3034,786.0,86985.0,0.44302282719013786,0,206,8201.0,web,38.34,1.8309409669835968,0.27295820480423355,-0.13721233466399324,0.0489003180257928,0.051281534478380936,0.0027412871400053274,0.020723563793680823,0.003703214636684423,0.9284670756262383,10,0.46934034075694847,credit_score,1.8309409669835968,786.0,annual_income,0.27295820480423355,86985.0,utilization_rate,-0.13721233466399324,0.44302282719013786,tenure_months,0.051281534478380936,206,late_payments_12m,0.0489003180257928,0
102969,cust102969@example.com,+1-555-921-3359,818.0,61433.0,0.18240552337995203,0,78,1150.0,app,53.83,1.9024214706723972,-0.10017593519386772,0.2109633019070533,0.0545833455923016,-0.02420460282721507,0.008225148372698936,0.03149558524888388,0.009142794644619928,0.9283616917895015,10,0.46934034075694847,credit_score,1.9024214706723972,818.0,utilization_rate,0.2109633019070533,0.18240552337995203,annual_income,-0.10017593519386772,61433.0,late_payments_12m,0.0545833455923016,0,channel,0.03149558524888388,app
104427,cust104427@example.com,+1-555-779-5477,812.0,52598.0,0.17007473560630135,0,115,19178.0,app,89.85,1.8913604373500787,-0.13882748741973364,0.2114550837743883,0.06705460696193284,-0.0013711553119913108,0.005117657467017844,0.03138166584619465,0.018196653780048394,0.9278222135942605,10,0.46934034075694847,credit_score,1.8913604373500787,812.0,utilization_rate,0.2114550837743883,0.17007473560630135,annual_income,-0.13882748741973364,52598.0,late_payments_12m,0.06705460696193284,0,channel,0.03138166584619465,app
102607,cust102607@example.com,+1-555-348-6609,790.0,67917.0,0.23583304213905104,0,21,3860.0,app,58.48,1.8749837495792379,0.004470658820520543,0.16451120360562585,0.04045723724307565,-0.03156787704292101,-0.004230262462965267,0.028334825270353355,0.006870840140444929,0.9277862375842191,10,0.46934034075694847,credit_score,1.8749837495792379,790.0,utilization_rate,0.16451120360562585,0.23583304213905104,late_payments_12m,0.04045723724307565,0,tenure_months,-0.03156787704292101,21,channel,0.028334825270353355,app
102757,cust102757@example.com,+1-555-650-4652,770.0,104848.0,0.14046639753435955,0,44,954.0,call_center,66.46,1.6540325093992492,0.28342227724334096,0.19292814357807936,0.04664386531732512,-0.03237667309957392,0.0287732188829471,-0.10974010794808206,0.01353078957369773,0.927341692421248,10,0.46934034075694847,credit_score,1.6540325093992492,770.0,annual_income,0.28342227724334096,104848.0,utilization_rate,0.19292814357807936,0.14046639753435955,channel,-0.10974010794808206,call_center,late_payments_12m,0.04664386531732512,0
103013,cust103013@example.com,+1-555-323-3857,775.0,83554.0,0.3032674217510283,0,68,7460.0,web,30.45,1.6875170410450258,0.26964536481863555,0.08204758838954315,0.03965130541247557,-0.03383904453093167,0.003005129111779491,0.008283272115961355,0.004538514945352433,0.9262313032109122,10,0.46934034075694847,credit_score,1.6875170410450258,775.0,annual_income,0.26964536481863555,83554.0,utilization_rate,0.08204758838954315,0.3032674217510283,late_payments_12m,0.03965130541247557,0,tenure_months,-0.03383904453093167,68
103193,cust103193@example.com,+1-555-576-4054,786.0,82198.0,0.39182603574911645,1,133,9509.0,app,82.71,1.9304952115101968,0.2945719295800157,-0.12926686820439873,-0.09158340339051939,-0.004476021933688365,0.00789783456620141,0.032201462494671935,0.016936507074506117,0.925952557195865,10,0.46934034075694847,credit_score,1.9304952115101968,786.0,annual_income,0.2945719295800157,82198.0,utilization_rate,-0.12926686820439873,0.39182603574911645,late_payments_12m,-0.09158340339051939,1,channel,0.032201462494671935,app
102386,cust102386@example.com,+1-555-653-6659,821.0,70575.0,0.07565999065269535,0,56,2743.0,web,57.93,1.8753038828750042,0.029240694001923986,0.17919615009606818,0.041448246495948755,-0.029542381280093986,-0.04169124521295077,-0.009391789460086534,0.012050999988787114,0.9259414425343567,10,0.46934034075694847,credit_score,1.8753038828750042,821.0,utilization_rate,0.17919615009606818,0.07565999065269535,savings_balance,-0.04169124521295077,2743.0,late_payments_12m,0.041448246495948755,0,tenure_months,-0.029542381280093986,56
100825,cust100825@example.com,+1-555-414-3894,801.0,73735.0,0.19153367734462584,0,92,203926.0,branch,63.49,1.840843479544516,0.05584968608284805,0.1886907871493151,0.043810483582515644,-0.026852767188741994,-0.010877270372250239,-0.04511583323088002,0.009335004746242808,0.9258775758019392,10,0.46934034075694847,credit_score,1.840843479544516,801.0,utilization_rate,0.1886907871493151,0.19153367734462584,annual_income,0.05584968608284805,73735.0,channel,-0.04511583323088002,branch,late_payments_12m,0.043810483582515644,0
102910,cust102910@example.com,+1-555-355-1815,770.0,75554.0,0.2044905287580593,0,8,6587.0,app,85.44,1.710772589694605,0.0826705766616656,0.18122870945011943,0.04378544443898152,-0.02888521647188031,0.014511840101195337,0.03525408970841025,0.016293572768148152,0.9258740095251192,10,0.46934034075694847,credit_score,1.710772589694605,770.0,utilization_rate,0.18122870945011943,0.2044905287580593,annual_income,0.0826705766616656,75554.0,late_payments_12m,0.04378544443898152,0,channel,0.03525408970841025,app
105536,cust105536@example.com,+1-555-493-7316,797.0,77343.0,0.39160644659669674,0,25,164.0,app,34.53,1.9515684581740513,0.1973496762426935,-0.14111290821043818,0.02937854067026445,-0.043304383009975314,0.03315087444480008,0.034113103520673246,-0.006110038782555714,0.9258329380840913,10,0.46934034075694847,credit_score,1.9515684581740513,797.0,annual_income,0.1973496762426935,77343.0,utilization_rate,-0.14111290821043818,0.39160644659669674,tenure_months,-0.043304383009975314,25,channel,0.034113103520673246,app
100532,cust100532@example.com,+1-555-346-2513,791.0,110406.0,0.3727387930766077,0,80,8376.0,web,50.88,1.844074480757331,0.30771301856688543,-0.1359134780696097,0.03242769763090824,-0.0462132003615107,0.0028339393677891153,0.027290114930291334,0.006593280334542066,0.924710928948577,10,0.46934034075694847,credit_score,1.844074480757331,791.0,annual_income,0.30771301856688543,110406.0,utilization_rate,-0.1359134780696097,0.3727387930766077,tenure_months,-0.0462132003615107,80,late_payments_12m,0.03242769763090824,0
102730,cust102730@example.com,+1-555-674-8663,804.0,71296.0,0.3061495892928005,1,27,8312.0,web,45.57,1.9987266430158865,0.0917926575961675,0.02489602378580146,-0.07293150167382832,-0.021454866778339993,0.007552467719779886,0.00031339604451285355,0.009378924517846237,0.9246738748183306,10,0.46934034075694847,credit_score,1.9987266430158865,804.0,annual_income,0.0917926575961675,71296.0,late_payments_12m,-0.07293150167382832,1,utilization_rate,0.02489602378580146,0.3061495892928005,tenure_months,-0.021454866778339993,27
100445,cust100445@example.com,+1-555-784-2441,799.0,43770.0,0.06299046901939166,0,21,6550.0,web,55.55,1.9408358153915666,-0.16033289508588044,0.21317535076099894,0.05919902611375978,-0.03436609377140765,0.013473353090158957,-0.004619884241238655,0.0020953648951959544,0.9240576792102398,10,0.46934034075694847,credit_score,1.9408358153915666,799.0,utilization_rate,0.21317535076099894,0.06299046901939166,annual_income,-0.16033289508588044,43770.0,late_payments_12m,0.05919902611375978,0,tenure_months,-0.03436609377140765,21
101435,cust101435@example.com,+1-555-699-8329,778.0,61981.0,0.12214395120253206,0,69,4043.0,app,75.85,1.8085748102631838,-0.09287418889571102,0.21901094647003821,0.05526417410535998,-0.028255318086079693,0.008859124062288793,0.03282788895731409,0.022881162134669494,0.9238348237445478,10,0.46934034075694847,credit_score,1.8085748102631838,778.0,utilization_rate,0.21901094647003821,0.12214395120253206,annual_income,-0.09287418889571102,61981.0,late_payments_12m,0.05526417410535998,0,channel,0.03282788895731409,app
102225,cust102225@example.com,+1-555-542-7053,812.0,51269.0,0.1961198264478754,0,192,1674.0,app,65.7,1.8698128305832336,-0.16933445887173873,0.19626351349265628,0.06672286352900561,0.023523918325089592,-0.0013118277310140655,0.027663825846599873,0.009046337104385974,0.9235598372496714,10,0.46934034075694847,credit_score,1.8698128305832336,812.0,utilization_rate,0.19626351349265628,0.1961198264478754,annual_income,-0.16933445887173873,51269.0,late_payments_12m,0.06672286352900561,0,channel,0.027663825846599873,app
102950,cust102950@example.com,+1-555-343-4308,808.0,63683.0,0.05612309156143449,0,48,14628.0,branch,119.1,1.8783481398478645,-0.0789498533410847,0.2018808051325968,0.04990201127146262,-0.0375282874570055,0.010363894801882313,-0.04852446447729285,0.04074780820710091,0.9231247493208614,10,0.46934034075694847,credit_score,1.8783481398478645,808.0,utilization_rate,0.2018808051325968,0.05612309156143449,annual_income,-0.0789498533410847,63683.0,late_payments_12m,0.04990201127146262,0,channel,-0.04852446447729285,branch
104241,cust104241@example.com,+1-555-974-6463,799.0,98969.0,0.4049272012886456,1,183,28733.0,web,1.01,1.924615358914256,0.3685524027096553,-0.13695837886663695,-0.10609019413823383,0.01719798375750489,-0.0019214696744248583,0.03607617417806284,-0.09402675084978904,0.9224982860795558,10,0.46934034075694847,credit_score,1.924615358914256,799.0,annual_income,0.3685524027096553,98969.0,utilization_rate,-0.13695837886663695,0.4049272012886456,late_payments_12m,-0.10609019413823383,1,avg_txn_amount_3m,-0.09402675084978904,1.01
103654,cust103654@example.com,+1-555-480-1528,807.0,71275.0,0.21736668936794898,1,83,4252.0,web,37.3,1.9209747768162113,0.05759652202950574,0.14315240039792215,-0.08879479592771196,-0.03193478146129286,0.010222921795376285,-0.009156826417467121,-0.0022792548221076663,0.9219485578000014,10,0.46934034075694847,credit_score,1.9209747768162113,807.0,utilization_rate,0.14315240039792215,0.21736668936794898,late_payments_12m,-0.08879479592771196,1,annual_income,0.05759652202950574,71275.0,tenure_months,-0.03193478146129286,83
101599,cust101599@example.com,+1-555-837-7044,785.0,104473.0,0.39069055921480533,1,122,10531.0,app,1.0,1.916099321817784,0.33287859236032336,-0.12539256575807575,-0.07435504242142439,0.01067712730743663,0.005387406438295489,0.022531483689006957,-0.08808954176103823,0.9219453785206826,10,0.46934034075694847,credit_score,1.916099321817784,785.0,annual_income,0.33287859236032336,104473.0,utilization_rate,-0.12539256575807575,0.39069055921480533,avg_txn_amount_3m,-0.08808954176103823,1.0,late_payments_12m,-0.07435504242142439,1
105406,cust105406@example.com,+1-555-186-5662,770.0,98070.0,0.2083476465758886,1,118,3059.0,web,70.34,1.6649043818669835,0.31071792333623505,0.15187813607707967,-0.10379542114281631,-0.01728672593737025,-0.04127031489051938,0.010677465110098858,0.0187924730510437,0.9215762177784679,10,0.46934034075694847,credit_score,1.6649043818669835,770.0,annual_income,0.31071792333623505,98070.0,utilization_rate,0.15187813607707967,0.2083476465758886,late_payments_12m,-0.10379542114281631,1,savings_balance,-0.04127031489051938,3059.0
101449,cust101449@example.com,+1-555-249-6424,797.0,75446.0,0.3243483321476823,0,113,12891.0,app,45.47,1.893530389043271,0.10938258455072088,-0.09326039359149559,0.037894480777438455,-0.010824668211076173,0.014103975377911682,0.03453416722510485,0.00763931068614237,0.9214591942908046,10,0.46934034075694847,credit_score,1.893530389043271,797.0,annual_income,0.10938258455072088,75446.0,utilization_rate,-0.09326039359149559,0.3243483321476823,late_payments_12m,0.037894480777438455,0,channel,0.03453416722510485,app
104890,cust104890@example.com,+1-555-528-5254,772.0,99923.0,0.35999665069448417,0,130,530.0,app,81.87,1.6721835259487015,0.30834291333149066,-0.11014814390056633,0.036591173147294445,-0.0010340621592300541,0.03949167457260847,0.0263749297967203,0.01676735775305452,0.921137951809523,10,0.46934034075694847,credit_score,1.6721835259487015,772.0,annual_income,0.30834291333149066,99923.0,utilization_rate,-0.11014814390056633,0.35999665069448417,savings_balance,0.03949167457260847,530.0,late_payments_12m,0.036591173147294445,0
105534,cust105534@example.com,+1-555-599-3798,785.0,39298.0,0.17915550516785894,0,17,3555.0,web,73.77,1.895559096091023,-0.15941109726119929,0.20602606546542834,0.056025022280359105,-0.02695931355374033,-0.009289345202863323,-0.0021663535526227464,0.014271822709906826,0.9200771872731831,10,0.46934034075694847,credit_score,1.895559096091023,785.0,utilization_rate,0.20602606546542834,0.17915550516785894,annual_income,-0.15941109726119929,39298.0,late_payments_12m,0.056025022280359105,0,tenure_months,-0.02695931355374033,17
104984,cust104984@example.com,+1-555-188-4388,776.0,67592.0,0.15314401788580484,0,38,5523.0,app,93.55,1.7052556795883933,0.003538103147892851,0.193364428568482,0.041696666919494405,-0.03422653747308711,0.01711662166892183,0.03766520681191134,0.008225229882611873,0.9199726683894845,10,0.46934034075694847,credit_score,1.7052556795883933,776.0,utilization_rate,0.193364428568482,0.15314401788580484,late_payments_12m,0.041696666919494405,0,channel,0.03766520681191134,app,tenure_months,-0.03422653747308711,38
101544,cust101544@example.com,+1-555-912-1876,781.0,53634.0,0.11447246240465814,0,109,3338.0,app,45.0,1.836740097187572,-0.13842993437557563,0.21592910014106104,0.06723609053467114,-0.006963985095888132,-0.041289241417500115,0.03250068225154118,0.004811095766227036,0.9198178135631251,10,0.46934034075694847,credit_score,1.836740097187572,781.0,utilization_rate,0.21592910014106104,0.11447246240465814,annual_income,-0.13842993437557563,53634.0,late_payments_12m,0.06723609053467114,0,savings_balance,-0.041289241417500115,3338.0
101415,cust101415@example.com,+1-555-893-1471,787.0,73957.0,0.5379586264138712,0,239,442.0,app,55.88,1.8384893917269172,0.09732735580079493,-0.16831119703785336,0.051786429374898725,0.07090125683107765,0.03030234713379202,0.02915111748734359,0.0057870205047714715,0.9186970460878798,10,0.46934034075694847,credit_score,1.8384893917269172,787.0,utilization_rate,-0.16831119703785336,0.5379586264138712,annual_income,0.09732735580079493,73957.0,tenure_months,0.07090125683107765,239,late_payments_12m,0.051786429374898725,0
103269,cust103269@example.com,+1-555-670-2633,789.0,68194.0,0.07463984401492829,0,114,1957.0,branch,30.19,1.7873100720409993,-0.011971837869863253,0.18621001316578045,0.04648622827804638,-0.010496657694593427,-0.00458793046807094,-0.042183173496944976,-0.007839517757577956,0.917757993820008,10,0.46934034075694847,credit_score,1.7873100720409993,789.0,utilization_rate,0.18621001316578045,0.07463984401492829,late_payments_12m,0.04648622827804638,0,channel,-0.042183173496944976,branch,annual_income,-0.011971837869863253,68194.0
104158,cust104158@example.com,+1-555-491-7067,801.0,27933.0,0.25207394739660954,0,212,3898.0,web,54.98,1.838341224098426,-0.19923626236383235,0.1595477317292526,0.06526186527049577,0.04683798720625669,0.00146193289903467,-0.0025479777633747765,0.019702736796701217,0.9167288494826553,10,0.46934034075694847,credit_score,1.838341224098426,801.0,annual_income,-0.19923626236383235,27933.0,utilization_rate,0.1595477317292526,0.25207394739660954,late_payments_12m,0.06526186527049577,0,tenure_months,0.04683798720625669,212
103350,cust103350@example.com,+1-555-847-5080,785.0,39599.0,0.2842793872314813,0,6,5901.0,app,31.55,1.880429679474994,-0.17825042789325682,0.12026758240514869,0.058159876254273705,-0.016877734672741635,0.01781246278417666,0.031634652046422226,0.014437628810393153,0.9165947402620084,10,0.46934034075694847,credit_score,1.880429679474994,785.0,annual_income,-0.17825042789325682,39599.0,utilization_rate,0.12026758240514869,0.2842793872314813,late_payments_12m,0.058159876254273705,0,channel,0.031634652046422226,app
104572,cust104572@example.com,+1-555-788-7197,783.0,49018.0,0.1267065181322762,0,231,26447.0,web,27.24,1.7847929263248767,-0.1609735127747581,0.19096542758296825,0.06538079079758896,0.04019458373655563,0.0054860954232156785,-0.0019370616907054643,0.0032372597252943985,0.9165590156485599,10,0.46934034075694847,credit_score,1.7847929263248767,783.0,utilization_rate,0.19096542758296825,0.1267065181322762,annual_income,-0.1609735127747581,49018.0,late_payments_12m,0.06538079079758896,0,tenure_months,0.04019458373655563,231
103839,cust103839@example.com,+1-555-460-3450,801.0,65655.0,0.06303187351843478,1,120,3385.0,web,61.53,1.9031808157325578,-0.018011768046318877,0.1649879178401133,-0.09737032858906171,-0.00998024135612527,-0.034250442291256705,-0.0024719273098665027,0.01381234145707353,0.9160028578378405,10,0.46934034075694847,credit_score,1.9031808157325578,801.0,utilization_rate,0.1649879178401133,0.06303187351843478,late_payments_12m,-0.09737032858906171,1,savings_balance,-0.034250442291256705,3385.0,annual_income,-0.018011768046318877,65655.0
102143,cust102143@example.com,+1-555-425-2216,823.0,74139.0,0.15202866374970594,2,47,1877.0,call_center,30.99,1.9194633910801866,0.09970940716423207,0.14862448429513828,-0.18390223521885724,-0.008476293786791326,0.023093722805467717,-0.09092529101335982,0.006618174159475787,0.9155639445217433,10,0.46934034075694847,credit_score,1.9194633910801866,823.0,late_payments_12m,-0.18390223521885724,2,utilization_rate,0.14862448429513828,0.15202866374970594,annual_income,0.09970940716423207,74139.0,channel,-0.09092529101335982,call_center
103727,cust103727@example.com,+1-555-966-8773,772.0,108271.0,0.3493991584733044,1,170,3449.0,web,84.03,1.7276515332397928,0.35619896971025417,-0.10956174129063033,-0.10514078781080935,0.011340813305370958,-0.023854638215911578,0.03716776883305022,0.019522853462460264,0.9154958443146926,10,0.46934034075694847,credit_score,1.7276515332397928,772.0,annual_income,0.35619896971025417,108271.0,utilization_rate,-0.10956174129063033,0.3493991584733044,late_payments_12m,-0.10514078781080935,1,channel,0.03716776883305022,web
105723,cust105723@example.com,+1-555-392-3301,791.0,40153.0,0.18451247558933095,0,49,8790.0,web,55.54,1.8384738522294632,-0.16465289483318257,0.20579103490700956,0.05675853341798722,-0.038458734432298025,0.006560194685682506,-0.0038299523759418165,0.002009078749815047,0.914666425388649,10,0.46934034075694847,credit_score,1.8384738522294632,791.0,utilization_rate,0.20579103490700956,0.18451247558933095,annual_income,-0.16465289483318257,40153.0,late_payments_12m,0.05675853341798722,0,tenure_months,-0.038458734432298025,49
104618,cust104618@example.com,+1-555-545-7903,810.0,80070.0,0.39723688213518227,1,174,2792.0,web,6.67,1.9405148734120286,0.24312986828528016,-0.13810601148965163,-0.10448080249797408,0.005640407955481925,-0.03042684213262625,0.02440058384703326,-0.0382235312197326,0.914650613413874,10,0.46934034075694847,credit_score,1.9405148734120286,810.0,annual_income,0.24312986828528016,80070.0,utilization_rate,-0.13810601148965163,0.39723688213518227,late_payments_12m,-0.10448080249797408,1,avg_txn_amount_3m,-0.0382235312197326,6.67
105157,cust105157@example.com,+1-555-533-9650,770.0,91730.0,0.24929412557737515,1,146,14187.0,app,2.82,1.6648749402041905,0.3003902165013165,0.12112357996909588,-0.12712372635775104,-0.014158522851626791,0.007939703060966887,0.02493865305259059,-0.07770486869246725,0.9144811718866142,10,0.46934034075694847,credit_score,1.6648749402041905,770.0,annual_income,0.3003902165013165,91730.0,late_payments_12m,-0.12712372635775104,1,utilization_rate,0.12112357996909588,0.24929412557737515,avg_txn_amount_3m,-0.07770486869246725,2.82
